"id","name","region_id","group_id","Accessibility_Index","Affordability_Index_no_nav","Affordability_Index_nav","Mobility_Index","Safety_Index","IMPT_score_pca_geom_nav","IMPT_score_pca_geom_no_nav","IMPT_score_pca_avg_no_nav","IMPT_score_pca_avg_nav","IMPT_entropy_pca_nav","IMPT_entropy_pca_no_nav","Accessibility_Index_bike","Mobility_Index_bike","Safety_Index_bike","IMPT_score_pca_geom_bike","IMPT_score_pca_avg_bike","Accessibility_Index_walk","Mobility_Index_walk","Safety_Index_walk","IMPT_score_pca_geom_walk","IMPT_score_pca_avg_walk","Accessibility_Index_pt","Affordability_Index_pt_no_nav","Affordability_Index_pt_nav","Mobility_Index_pt","IMPT_score_pca_geom_pt_no_nav","IMPT_score_pca_geom_pt_nav","IMPT_score_pca_avg_pt_no_nav","IMPT_score_pca_avg_pt_nav","Accessibility_Index_car","Affordability_Index_car","Mobility_Index_car","Safety_Index_car","IMPT_score_pca_geom_car","IMPT_score_pca_avg_car"
"110618","Lumiar","PT1B","1106",77.4413457597547,83.4426656795803,84.2641487484845,77.5216838277519,26.0664902936714,39.5978948154945,39.7463278388481,33.8819536098104,33.6765828425844,36.2707345863604,36.0069865903445,77.1745339329508,81.5421506015912,38.9824750830565,37.3394697023877,50.5752100956004,61.29365893538,39.6790658298933,23.8381712626996,61.2218290643916,58.3963679906757,75.366636822643,55.6149796042289,52.5790639148005,80.4826303255035,30.3736623075391,31.6593446164323,29.5119177492082,30.5238896456843,91.2922699024786,94.8920663342567,79.4930996146001,12.0418395721925,45.7908097485202,30.570181144118
"110621","Marvila","PT1B","1106",71.812530947918,54.2843359453613,59.8092044632181,78.3773427238018,44.3427772915604,37.817758280141,39.3045374519696,37.7957532728396,36.4145361433754,34.290025998841,35.5388751442897,69.8572147067137,87.1944341101032,45.6607142857143,34.6879868859868,49.3219092243672,57.2483117452216,38.9043849894766,36.0950653120464,56.8219338224856,55.9174126510851,67.9323358367329,45.6554044944725,34.1913023199195,79.8109809068469,37.183676946815,42.908903930353,35.5337595873159,39.3551269788335,88.9025234132026,72.9755300155396,81.0224504937248,30.9452592357698,36.3899940501232,31.5385592104408
"110633","Olivais","PT1B","1106",71.5528652578725,64.6590287033466,66.8260208039508,78.108563564312,28.0664105795159,43.0015412975541,43.4704494363473,39.4032829737382,38.8615349485872,38.8483105542111,39.092905980836,71.2011381968537,78.3350344520167,34.3395896656535,42.2839470143924,54.031059421369,57.4813389797414,44.9599757951069,20.3225098727512,62.4451982460163,59.0787251174668,64.7751008893788,45.0958018754918,39.2449232038606,79.2069714310515,38.5817380155426,41.3429764721581,36.9740419346926,38.9243348252364,89.2944677662626,79.6085025265737,82.3184065222038,17.9907339927121,42.7452724551358,32.6969722980619
"110639","São Domingos de Benfica","PT1B","1106",83.4248825796298,74.0872423755482,74.8020597504417,79.0354075931509,35.8559957862524,35.0848195022413,35.2407679636398,31.8991179163547,31.7204135726313,31.7453115611649,31.7306446827857,80.8454552887052,73.8888128982351,43.7869047619048,36.0088550218319,50.3697067627887,68.7596198649691,46.4162501287944,28.8598454435969,54.7754219658305,51.9880948542132,81.7509814235998,47.0601265253025,44.6869328406561,80.4843587993364,32.3125429064805,33.4622684453783,30.2348444172538,31.0259089788026,96.5743361863335,86.7597895888638,87.5230613679838,20.8243100083635,37.2240360782926,27.0796257121138
"110654","Alvalade","PT1B","1106",84.3885316661366,69.4565919511909,70.0698833750885,85.9549909785209,20.7038034757671,42.8260065419761,42.9519165901276,34.8740204820961,34.7206976261217,36.9487783376573,36.907627423281,81.6419911293506,82.7828286996646,25.496992481203,44.1778767312795,52.5195469224454,69.5749030755838,54.1493465044474,12.3620926243568,63.6731180743267,54.6378859318707,83.1121242703095,42.2951533213622,40.134031160961,86.7148429385241,32.6418462698653,33.7987030634878,29.2926264899347,30.0130005434018,97.251746905218,81.0749650944895,87.4567199001752,13.3648648648649,44.4222280445727,30.2129258088131
"110655","Areeiro","PT1B","1106",88.3657740702934,64.9222731210542,65.3771793817184,82.3388908162052,53.013514194023,29.1155355902744,29.2390157976472,27.8398869496061,27.72616038444,25.7410552214687,26.0311809760193,87.6148892757397,58.2863192035363,38.1340733590734,41.9791562256402,53.9911795404127,74.2226885016227,59.6090256689202,32.8434707050645,47.3643333807059,44.4416050414642,87.9738048201758,41.27112999047,39.9064112084774,87.2448885470664,31.7640174533229,32.5172748740542,27.8367255474293,28.2916318080935,96.8866894600897,77.4302040773426,91.862409880751,38.9186735096723,27.9608417807495,23.7255057680361
"110656","Arroios","PT1B","1106",100,31.566606992594,31.7753878878186,98.293364560189,26.870398918901,45.9847416817125,46.0725642503602,35.817407382079,35.7652121582729,35.6985956944793,36.710734789876,100,61.0075524622508,12.5884178905207,57.0142887206314,56.6010074118071,93.1660646879384,89.2271301886127,4.37290489416722,65.2606288886937,37.7446334097605,100,12.2572787990101,11.8460437023555,100,49.6706561833693,50.2069785807528,29.2475737336633,29.3846520992148,98.0575175860734,51.9034378856524,100,23.26859045505,41.133438388581,31.6926135183061
"110657","Avenidas Novas","PT1B","1106",94.9024113165328,72.4048872865786,72.4758258789242,100,13.3990213565051,44.4207627721196,44.4344240864398,29.8234200100959,29.8056853620095,36.0575715974315,35.9000906927025,92.9304357600684,99.2165110527011,0.821428571428569,75.2138846948933,51.7579061539505,83.0950504766295,70.4757374544484,0.626760563380287,79.6162317682709,48.600817168514,95.6803703004871,42.5181259902118,42.2567732815701,96.1594314066731,26.7839530544497,26.9328222432368,21.8806907675426,21.9678083370899,100,83.6365376021699,92.3600737333966,11.6983813659692,44.5781653882722,28.0762518246161
"110658","Belém","PT1B","1106",74.9348483112983,81.0043477618221,81.5241939123763,65.5432123944233,49.0153262781741,33.4216906715243,33.5283673167975,32.3755663135706,32.245604775932,33.5120809100431,33.3024394376383,74.930440443232,48.2825915884706,44.2686813186813,45.6689260012494,58.129571662404,64.8074850289587,34.2818746717588,31.5043759945442,58.7406389314814,56.4687547682461,66.8607199371721,52.5857834021974,49.9559734640995,75.5220198379281,35.7142861227167,36.80025099401,35.0104922742341,35.8870955869334,88.4351123289122,88.6539472264784,78.650414574415,33.9884023009835,32.246089257079,27.5680308923027
"110659","Campo de Ourique","PT1B","1106",86.0572795860625,62.9165465165479,63.409192089342,79.2758191663716,52.5455528291563,30.9327174973809,31.0670841418264,29.8012004754654,29.6780390822669,27.7993722653509,28.0955837471537,82.5915771874193,37.2759835782766,44.4663533834587,48.4071950187683,58.9165214627114,79.9703636381511,65.5687161207751,28.4289943797672,46.8676064029795,42.0106419537689,78.8469681486404,37.4018831077819,36.0310432530505,85.2568587663906,36.8098786600307,37.5829544645998,32.8314299923957,33.2883766106395,96.3516249651746,77.9986581033879,98.1472109317314,37.7911828505806,27.2530419671495,22.4278307872814
